day,month,month(Abbreviation),year,year(Abbreviation),first_price,unoff_last_two,unoff_last_three,last_two,first_three1,first_three2,last_three1,last_three2,last_three3,last_three4,
1,กุมภาพันธ์,ก.พ.,2568,68,558700,00,700,51,285,418,NA,NA,685,824,
17,มกราคม,ม.ค.,2568,68,807779,79,779,23,699,961,NA,NA,448,477,
2,มกราคม,ม.ค.,2568,68,730209,09,209,51,065,446,NA,NA,297,376,
16,ธันวาคม,ธ.ค.,2567,67,97863,63,863,21,290,742,NA,NA,339,881,
1,ธันวาคม,ธ.ค.,2567,67,669843,43,843,61,559,626,NA,NA,098,654,
16,พฤศจิกายน,พ.ย.,2567,67,187221,21,221,38,036,923,NA,NA,547,980,
1,พฤศจิกายน,พ.ย.,2567,67,536044,44,044,32,174,225,NA,NA,063,231,
16,ตุลาคม,ต.ค.,2567,67,482962,62,962,00,561,648,NA,NA,493,919,
1,ตุลาคม,ต.ค.,2567,67,718665,65,665,59,053,812,NA,NA,079,566,
16,กันยายน,ก.ย.,2567,67,608662,62,662,37,230,904,NA,NA,008,408,
1,กันยายน,ก.ย.,2567,67,199606,06,606,94,173,220,NA,NA,094,388,
16,สิงหาคม,ส.ค.,2567,67,95867,67,867,28,212,334,NA,NA,697,728,
1,สิงหาคม,ส.ค.,2567,67,407041,41,041,46,408,579,NA,NA,070,622,
16,กรกฎาคม,ก.ค.,2567,67,367336,36,336,21,011,331,NA,NA,421,618,
1,กรกฎาคม,ก.ค.,2567,67,434503,03,503,89,839,975,NA,NA,647,778,
16,มิถุนายน,มิ.ย,2567,67,518504,04,504,31,016,428,NA,NA,426,447,
1,มิถุนายน,มิ.ย,2567,67,530593,93,593,42,194,364,NA,NA,421,734,
16,พฤษภาคม,พ.ค.,2567,67,205690,90,690,60,747,885,NA,NA,070,137,
2,พฤษภาคม,พ.ค.,2567,67,980116,16,116,17,104,763,NA,NA,634,833,
16,เมษายน,เม.ย.,2567,67,943598,98,598,79,727,729,NA,NA,154,200,
1,เมษายน,เม.ย.,2567,67,803481,81,481,90,122,809,NA,NA,559,947,
16,มีนาคม,มี.ค.,2567,67,997626,26,626,78,509,571,NA,NA,329,794,
1,มีนาคม,มี.ค.,2567,67,253603,03,603,79,900,975,NA,NA,382,703,
16,กุมภาพันธ์,ก.พ.,2567,67,941395,95,395,43,056,330,NA,NA,375,587,
1,กุมภาพันธ์,ก.พ.,2567,67,607063,63,063,09,454,943,NA,NA,544,591,
17,มกราคม,ม.ค.,2567,67,105979,79,979,61,429,931,NA,NA,196,635,
30,ธันวาคม,ธ.ค.,2566,66,625544,44,544,89,600,648,NA,NA,456,882,
16,ธันวาคม,ธ.ค.,2566,66,356757,57,757,85,058,410,NA,NA,584,964,
1,ธันวาคม,ธ.ค.,2566,66,251097,97,097,91,055,265,NA,NA,092,280,
16,พฤศจิกายน,พ.ย.,2566,66,557990,90,990,14,346,412,NA,NA,778,961,
1,พฤศจิกายน,พ.ย.,2566,66,743951,51,951,63,335,913,NA,NA,019,349,
16,ตุลาคม,ต.ค.,2566,66,931446,46,446,44,167,398,NA,NA,272,970,
1,ตุลาคม,ต.ค.,2566,66,727202,02,202,66,324,355,NA,NA,426,615,
16,กันยายน,ก.ย.,2566,66,320812,12,812,46,037,699,NA,NA,057,344,
1,กันยายน,ก.ย.,2566,66,915478,78,478,91,521,596,NA,NA,291,692,
16,สิงหาคม,ส.ค.,2566,66,471782,82,782,67,431,739,NA,NA,737,742,
31,กรกฎาคม,ก.ค.,2566,66,260453,53,453,11,268,708,NA,NA,387,601,
16,กรกฎาคม,ก.ค.,2566,66,169530,30,530,62,261,384,NA,NA,066,780,
1,กรกฎาคม,ก.ค.,2566,66,922605,05,605,16,281,867,NA,NA,491,947,
16,มิถุนายน,มิ.ย,2566,66,264872,72,872,30,519,628,NA,NA,202,874,
1,มิถุนายน,มิ.ย,2566,66,125272,72,272,09,000,681,NA,NA,386,971,
16,พฤษภาคม,พ.ค.,2566,66,132903,03,903,99,678,739,NA,NA,693,731,
2,พฤษภาคม,พ.ค.,2566,66,843019,19,019,65,500,780,NA,NA,187,269,
16,เมษายน,เม.ย.,2566,66,984906,06,906,71,670,678,NA,NA,551,797,
1,เมษายน,เม.ย.,2566,66,87907,07,907,99,111,914,NA,NA,290,698,
16,มีนาคม,มี.ค.,2566,66,25873,73,873,73,420,800,NA,NA,355,544,
1,มีนาคม,มี.ค.,2566,66,417652,52,652,55,577,919,NA,NA,748,984,
16,กุมภาพันธ์,ก.พ.,2566,66,590417,17,417,80,195,664,NA,NA,377,523,
1,กุมภาพันธ์,ก.พ.,2566,66,297411,11,411,92,181,789,NA,NA,101,664,
17,มกราคม,ม.ค.,2566,66,812519,19,519,47,389,443,NA,NA,564,849,
30,ธันวาคม,ธ.ค.,2565,65,157196,96,196,58,007,522,NA,NA,250,425,
16,ธันวาคม,ธ.ค.,2565,65,845093,93,093,14,411,912,NA,NA,593,855,
1,ธันวาคม,ธ.ค.,2565,65,375805,05,805,08,170,786,NA,NA,409,421,
16,พฤศจิกายน,พ.ย.,2565,65,121789,89,789,64,532,722,NA,NA,157,973,
1,พฤศจิกายน,พ.ย.,2565,65,913106,06,106,70,722,839,NA,NA,343,922,
16,ตุลาคม,ต.ค.,2565,65,613106,06,106,15,037,158,NA,NA,606,799,
1,ตุลาคม,ต.ค.,2565,65,484669,69,669,50,206,996,NA,NA,194,278,
16,กันยายน,ก.ย.,2565,65,943703,03,703,75,540,971,NA,NA,432,631,
1,กันยายน,ก.ย.,2565,65,929332,32,332,83,298,725,NA,NA,210,604,
16,สิงหาคม,ส.ค.,2565,65,331583,83,583,42,271,300,NA,NA,284,876,
1,สิงหาคม,ส.ค.,2565,65,436594,94,594,14,266,893,NA,NA,282,447,
16,กรกฎาคม,ก.ค.,2565,65,620405,05,405,53,159,834,NA,NA,061,279,
1,กรกฎาคม,ก.ค.,2565,65,981417,17,417,61,242,287,NA,NA,002,542,
16,มิถุนายน,มิ.ย,2565,65,361807,07,807,92,285,549,NA,NA,106,228,
1,มิถุนายน,มิ.ย,2565,65,319196,96,196,02,679,817,NA,NA,213,652,
16,พฤษภาคม,พ.ค.,2565,65,155012,12,012,06,247,736,NA,NA,236,540,
2,พฤษภาคม,พ.ค.,2565,65,658642,42,642,09,518,778,NA,NA,041,325,
16,เมษายน,เม.ย.,2565,65,395919,19,919,58,289,859,NA,NA,413,508,
1,เมษายน,เม.ย.,2565,65,970618,18,618,10,391,738,NA,NA,578,870,
16,มีนาคม,มี.ค.,2565,65,737867,67,867,03,349,985,NA,NA,788,989,
1,มีนาคม,มี.ค.,2565,65,61905,05,905,07,236,834,NA,NA,234,691,
17,กุมภาพันธ์,ก.พ.,2565,65,98597,97,597,57,085,644,NA,NA,592,816,
1,กุมภาพันธ์,ก.พ.,2565,65,944308,08,308,30,061,942,NA,NA,485,509,
17,มกราคม,ม.ค.,2565,65,880159,59,159,92,731,786,NA,NA,119,529,
30,ธันวาคม,ธ.ค.,2564,64,819068,68,068,36,591,979,NA,NA,419,547,
16,ธันวาคม,ธ.ค.,2564,64,639235,35,235,83,097,629,NA,NA,476,522,
1,ธันวาคม,ธ.ค.,2564,64,77258,58,258,82,739,740,NA,NA,401,485,
16,พฤศจิกายน,พ.ย.,2564,64,32761,61,761,57,471,648,NA,NA,245,844,
1,พฤศจิกายน,พ.ย.,2564,64,45037,37,037,95,247,458,NA,NA,331,755,
16,ตุลาคม,ต.ค.,2564,64,386372,72,372,38,602,964,NA,NA,295,798,
1,ตุลาคม,ต.ค.,2564,64,578171,71,171,83,285,361,NA,NA,379,449,
16,กันยายน,ก.ย.,2564,64,70935,35,935,90,609,817,NA,NA,007,379,
1,กันยายน,ก.ย.,2564,64,114475,75,475,79,278,302,NA,NA,123,458,
16,สิงหาคม,ส.ค.,2564,64,46750,50,750,23,421,666,NA,NA,160,355,
1,สิงหาคม,ส.ค.,2564,64,910261,61,261,69,103,307,NA,NA,004,785,
16,กรกฎาคม,ก.ค.,2564,64,556725,25,725,70,058,174,NA,NA,233,927,
1,กรกฎาคม,ก.ค.,2564,64,713517,17,517,29,073,794,NA,NA,414,511,
16,มิถุนายน,มิ.ย,2564,64,691861,61,861,17,007,054,NA,NA,447,668,
1,มิถุนายน,มิ.ย,2564,64,292972,72,972,45,193,620,NA,NA,723,978,
16,พฤษภาคม,พ.ค.,2564,64,684579,79,579,14,615,843,NA,NA,276,970,
2,พฤษภาคม,พ.ค.,2564,64,501272,72,272,18,018,306,NA,NA,129,498,
16,เมษายน,เม.ย.,2564,64,100787,87,787,56,013,143,NA,NA,264,478,
1,เมษายน,เม.ย.,2564,64,472270,70,270,05,283,755,NA,NA,393,577,
16,มีนาคม,มี.ค.,2564,64,890422,22,422,19,036,902,NA,NA,256,396,
1,มีนาคม,มี.ค.,2564,64,835538,38,538,73,290,838,NA,NA,051,806,
16,กุมภาพันธ์,ก.พ.,2564,64,424603,03,603,39,318,861,NA,NA,057,817,
1,กุมภาพันธ์,ก.พ.,2564,64,912307,07,307,97,248,605,NA,NA,282,651,
17,มกราคม,ม.ค.,2564,64,384395,95,395,15,367,653,NA,NA,566,878,
30,ธันวาคม,ธ.ค.,2563,63,803628,28,628,19,336,804,NA,NA,321,924,
16,ธันวาคม,ธ.ค.,2563,63,201303,03,303,70,377,828,NA,NA,072,517,
1,ธันวาคม,ธ.ค.,2563,63,100994,94,994,84,093,776,NA,NA,834,984,
16,พฤศจิกายน,พ.ย.,2563,63,972661,61,661,46,368,741,NA,NA,208,255,
1,พฤศจิกายน,พ.ย.,2563,63,506404,04,404,40,154,598,NA,NA,062,245,
16,ตุลาคม,ต.ค.,2563,63,286051,51,051,38,189,464,NA,NA,045,980,
1,ตุลาคม,ต.ค.,2563,63,837893,93,893,59,594,757,NA,NA,110,595,
16,กันยายน,ก.ย.,2563,63,244083,83,083,57,127,220,NA,NA,623,853,
1,กันยายน,ก.ย.,2563,63,999997,97,997,98,636,725,NA,NA,342,957,
16,สิงหาคม,ส.ค.,2563,63,945811,11,811,88,614,712,NA,NA,364,733,
1,สิงหาคม,ส.ค.,2563,63,569391,91,391,92,575,931,NA,NA,578,809,
16,กรกฎาคม,ก.ค.,2563,63,873286,86,286,53,510,533,NA,NA,494,682,
1,กรกฎาคม,ก.ค.,2563,63,347258,58,258,83,095,362,NA,NA,094,307,
16,มิถุนายน,มิ.ย,2563,63,516967,67,967,64,876,882,NA,NA,565,625,
1,มิถุนายน,มิ.ย,2563,63,831567,67,567,24,264,489,NA,NA,562,582,
1,เมษายน,เม.ย.,2563,63,51095,95,095,22,285,430,NA,NA,191,364,
16,มีนาคม,มี.ค.,2563,63,503446,46,446,77,258,726,NA,NA,404,661,
1,มีนาคม,มี.ค.,2563,63,875938,38,938,98,294,328,NA,NA,597,780,
16,กุมภาพันธ์,ก.พ.,2563,63,781403,03,403,94,515,952,NA,NA,030,918,
1,กุมภาพันธ์,ก.พ.,2563,63,589227,27,227,06,259,552,NA,NA,375,927,
17,มกราคม,ม.ค.,2563,63,491774,74,774,68,004,132,NA,NA,379,595,
30,ธันวาคม,ธ.ค.,2562,62,510541,41,541,81,116,382,NA,NA,140,250,
16,ธันวาคม,ธ.ค.,2562,62,529924,24,924,97,043,138,NA,NA,555,665,
1,ธันวาคม,ธ.ค.,2562,62,453522,22,522,81,261,617,NA,NA,013,457,
16,พฤศจิกายน,พ.ย.,2562,62,17223,23,223,32,164,640,NA,NA,085,194,
1,พฤศจิกายน,พ.ย.,2562,62,967375,75,375,79,323,806,NA,NA,021,206,
16,ตุลาคม,ต.ค.,2562,62,812564,64,564,15,255,625,NA,NA,132,598,
1,ตุลาคม,ต.ค.,2562,62,691197,97,197,59,392,920,NA,NA,606,797,
16,กันยายน,ก.ย.,2562,62,340388,88,388,85,733,947,NA,NA,925,939,
1,กันยายน,ก.ย.,2562,62,798787,87,787,20,210,847,NA,NA,274,439,
16,สิงหาคม,ส.ค.,2562,62,775476,76,476,89,149,912,NA,NA,563,580,
1,สิงหาคม,ส.ค.,2562,62,387006,06,006,58,135,983,NA,NA,562,795,
15,กรกฎาคม,ก.ค.,2562,62,369765,65,765,88,355,901,NA,NA,113,556,
1,กรกฎาคม,ก.ค.,2562,62,943647,47,647,86,239,864,NA,NA,006,375,
16,มิถุนายน,มิ.ย,2562,62,174055,55,055,29,625,884,NA,NA,127,800,
1,มิถุนายน,มิ.ย,2562,62,516461,61,461,46,589,713,NA,NA,215,560,
16,พฤษภาคม,พ.ค.,2562,62,962526,26,526,71,669,949,NA,NA,018,828,
2,พฤษภาคม,พ.ค.,2562,62,61324,24,324,25,043,476,NA,NA,374,699,
16,เมษายน,เม.ย.,2562,62,570331,31,331,23,512,930,NA,NA,966,968,
1,เมษายน,เม.ย.,2562,62,109767,67,767,52,888,959,NA,NA,403,975,
16,มีนาคม,มี.ค.,2562,62,724628,28,628,64,148,883,NA,NA,154,877,
1,มีนาคม,มี.ค.,2562,62,345650,50,650,65,137,999,NA,NA,830,837,
16,กุมภาพันธ์,ก.พ.,2562,62,74824,24,824,56,881,910,NA,NA,612,879,
1,กุมภาพันธ์,ก.พ.,2562,62,967134,34,134,04,643,779,NA,NA,197,948,
17,มกราคม,ม.ค.,2562,62,197079,79,079,65,206,412,NA,NA,127,660,
30,ธันวาคม,ธ.ค.,2561,61,735867,67,867,02,031,913,NA,NA,701,884,
16,ธันวาคม,ธ.ค.,2561,61,356564,64,564,62,480,948,NA,NA,297,369,
1,ธันวาคม,ธ.ค.,2561,61,21840,40,840,67,045,307,NA,NA,561,988,
16,พฤศจิกายน,พ.ย.,2561,61,989903,03,903,16,471,930,NA,NA,140,876,
1,พฤศจิกายน,พ.ย.,2561,61,149840,40,840,58,384,576,NA,NA,046,509,
16,ตุลาคม,ต.ค.,2561,61,200515,15,515,93,186,392,NA,NA,192,212,
1,ตุลาคม,ต.ค.,2561,61,452643,43,643,99,594,726,NA,NA,561,810,
16,กันยายน,ก.ย.,2561,61,149760,60,760,79,323,539,NA,NA,155,297,
1,กันยายน,ก.ย.,2561,61,734510,10,510,26,464,512,NA,NA,097,202,
16,สิงหาคม,ส.ค.,2561,61,586117,17,117,10,340,670,NA,NA,591,815,
1,สิงหาคม,ส.ค.,2561,61,386602,02,602,78,832,903,NA,NA,549,726,
16,กรกฎาคม,ก.ค.,2561,61,596324,24,324,27,403,530,NA,NA,138,362,
1,กรกฎาคม,ก.ค.,2561,61,963623,23,623,83,429,901,NA,NA,210,217,
16,มิถุนายน,มิ.ย,2561,61,223131,31,131,46,432,507,NA,NA,132,868,
1,มิถุนายน,มิ.ย,2561,61,988117,17,117,95,310,553,NA,NA,248,650,
16,พฤษภาคม,พ.ค.,2561,61,75629,29,629,20,130,357,NA,NA,047,506,
2,พฤษภาคม,พ.ค.,2561,61,248038,38,038,85,527,980,NA,NA,225,602,
16,เมษายน,เม.ย.,2561,61,739229,29,229,60,273,654,NA,NA,076,526,
1,เมษายน,เม.ย.,2561,61,412073,73,073,85,131,787,NA,NA,638,924,
16,มีนาคม,มี.ค.,2561,61,218559,59,559,82,064,720,NA,NA,205,489,
2,มีนาคม,มี.ค.,2561,61,759415,15,415,29,318,870,NA,NA,589,723,
16,กุมภาพันธ์,ก.พ.,2561,61,309915,15,915,39,007,388,NA,NA,230,748,
1,กุมภาพันธ์,ก.พ.,2561,61,26853,53,853,31,106,947,NA,NA,181,519,
17,มกราคม,ม.ค.,2561,61,203823,23,823,50,624,799,NA,NA,236,397,
30,ธันวาคม,ธ.ค.,2560,60,911234,34,234,98,373,495,NA,NA,504,953,
16,ธันวาคม,ธ.ค.,2560,60,955596,96,596,89,616,836,NA,NA,290,938,
1,ธันวาคม,ธ.ค.,2560,60,451005,05,005,33,303,626,NA,NA,257,601,
16,พฤศจิกายน,พ.ย.,2560,60,292391,91,391,98,831,961,NA,NA,477,628,
1,พฤศจิกายน,พ.ย.,2560,60,533726,26,726,85,165,425,NA,NA,036,485,
16,ตุลาคม,ต.ค.,2560,60,413494,94,494,86,180,971,NA,NA,128,287,
1,ตุลาคม,ต.ค.,2560,60,880714,14,714,52,611,726,NA,NA,462,952,
16,กันยายน,ก.ย.,2560,60,170143,43,143,71,172,647,NA,NA,340,388,
1,กันยายน,ก.ย.,2560,60,143224,24,224,65,345,679,NA,NA,195,278,
16,สิงหาคม,ส.ค.,2560,60,715431,31,431,37,115,302,NA,NA,253,945,
1,สิงหาคม,ส.ค.,2560,60,756519,19,519,36,061,386,NA,NA,787,989,
16,กรกฎาคม,ก.ค.,2560,60,820327,27,327,87,584,835,NA,NA,390,823,
1,กรกฎาคม,ก.ค.,2560,60,112360,60,360,26,226,489,NA,NA,005,688,
16,มิถุนายน,มิ.ย,2560,60,943142,42,142,47,626,878,NA,NA,373,740,
1,มิถุนายน,มิ.ย,2560,60,53630,30,630,61,121,218,NA,NA,581,881,
16,พฤษภาคม,พ.ค.,2560,60,454891,91,891,53,008,396,NA,NA,490,603,
2,พฤษภาคม,พ.ค.,2560,60,8656,56,656,35,573,949,NA,NA,773,923,
16,เมษายน,เม.ย.,2560,60,816729,29,729,40,766,973,NA,NA,241,807,
1,เมษายน,เม.ย.,2560,60,392785,85,785,80,020,057,NA,NA,500,709,
16,มีนาคม,มี.ค.,2560,60,273863,63,863,92,324,918,NA,NA,694,941,
1,มีนาคม,มี.ค.,2560,60,978453,53,453,78,450,560,NA,NA,052,577,
16,กุมภาพันธ์,ก.พ.,2560,60,229116,16,116,14,128,464,NA,NA,375,953,
1,กุมภาพันธ์,ก.พ.,2560,60,54672,72,672,42,066,807,NA,NA,426,628,
17,มกราคม,ม.ค.,2560,60,145157,57,157,25,511,663,NA,NA,516,836,
30,ธันวาคม,ธ.ค.,2559,59,377712,12,712,46,304,890,NA,NA,477,769,
16,ธันวาคม,ธ.ค.,2559,59,435286,86,286,35,366,596,NA,NA,199,716,
1,ธันวาคม,ธ.ค.,2559,59,86069,69,069,77,513,873,NA,NA,148,450,
16,พฤศจิกายน,พ.ย.,2559,59,858383,83,383,44,040,682,NA,NA,558,570,
1,พฤศจิกายน,พ.ย.,2559,59,785438,38,438,86,824,976,NA,NA,038,752,
16,ตุลาคม,ต.ค.,2559,59,571947,47,947,98,692,885,NA,NA,032,587,
1,ตุลาคม,ต.ค.,2559,59,887102,02,102,33,194,280,NA,NA,017,458,
16,กันยายน,ก.ย.,2559,59,240650,50,650,42,493,583,NA,NA,043,160,
1,กันยายน,ก.ย.,2559,59,638684,84,684,62,334,335,NA,NA,630,669,
16,สิงหาคม,ส.ค.,2559,59,254004,04,004,33,366,966,NA,NA,596,631,
1,สิงหาคม,ส.ค.,2559,59,272932,32,932,57,538,983,NA,NA,472,871,
16,กรกฎาคม,ก.ค.,2559,59,449764,64,764,55,552,734,NA,NA,158,925,
1,กรกฎาคม,ก.ค.,2559,59,82460,60,460,53,169,609,NA,NA,173,302,
16,มิถุนายน,มิ.ย,2559,59,73816,16,816,79,251,804,NA,NA,321,749,
1,มิถุนายน,มิ.ย,2559,59,511825,25,825,14,111,775,NA,NA,880,937,
16,พฤษภาคม,พ.ค.,2559,59,141737,37,737,98,382,975,NA,NA,087,268,
2,พฤษภาคม,พ.ค.,2559,59,399459,59,459,02,238,403,NA,NA,046,671,
16,เมษายน,เม.ย.,2559,59,221609,09,609,87,008,228,NA,NA,507,523,
1,เมษายน,เม.ย.,2559,59,66720,20,720,92,390,546,NA,NA,285,852,
16,มีนาคม,มี.ค.,2559,59,134918,18,918,32,855,877,NA,NA,004,973,
1,มีนาคม,มี.ค.,2559,59,439686,86,686,06,426,530,NA,NA,155,743,
16,กุมภาพันธ์,ก.พ.,2559,59,356364,64,364,98,312,699,NA,NA,309,535,
1,กุมภาพันธ์,ก.พ.,2559,59,927800,00,800,09,625,999,NA,NA,054,076,
17,มกราคม,ม.ค.,2559,59,304371,71,371,50,031,532,NA,NA,743,786,
30,ธันวาคม,ธ.ค.,2558,58,8217,17,217,02,246,264,NA,NA,596,895,
17,ธันวาคม,ธ.ค.,2558,58,930255,55,255,08,140,250,NA,NA,094,638,
1,ธันวาคม,ธ.ค.,2558,58,915350,50,350,78,238,181,NA,NA,714,175,
16,พฤศจิกายน,พ.ย.,2558,58,795283,83,283,03,241,028,NA,NA,643,802,
1,พฤศจิกายน,พ.ย.,2558,58,361211,11,211,45,106,757,NA,NA,166,473,
16,ตุลาคม,ต.ค.,2558,58,968630,30,630,62,457,134,NA,NA,412,054,
1,ตุลาคม,ต.ค.,2558,58,594825,25,825,07,175,918,NA,NA,440,799,
16,กันยายน,ก.ย.,2558,58,743148,48,148,06,435,209,NA,NA,375,084,
1,กันยายน,ก.ย.,2558,58,21094,94,094,89,260,403,NA,NA,068,819,
16,สิงหาคม,ส.ค.,2558,58,33363,63,363,40,NA,NA,781,227,624,648,
1,สิงหาคม,ส.ค.,2558,58,518677,77,677,53,NA,NA,333,598,648,889,
16,กรกฎาคม,ก.ค.,2558,58,121507,07,507,49,NA,NA,761,461,830,294,
1,กรกฎาคม,ก.ค.,2558,58,759049,49,049,26,NA,NA,565,814,081,567,
16,มิถุนายน,มิ.ย,2558,58,644742,42,742,05,NA,NA,429,253,386,532,
2,มิถุนายน,มิ.ย,2558,58,388881,81,881,65,NA,NA,314,700,876,969,
16,พฤษภาคม,พ.ค.,2558,58,11421,21,421,38,NA,NA,799,484,851,928,
2,พฤษภาคม,พ.ค.,2558,58,543466,66,466,30,NA,NA,818,163,366,195,
16,เมษายน,เม.ย.,2558,58,506260,60,260,38,NA,NA,101,164,495,973,
1,เมษายน,เม.ย.,2558,58,605704,04,704,70,NA,NA,558,962,557,861,
16,มีนาคม,มี.ค.,2558,58,48151,51,151,92,NA,NA,339,622,623,757,
1,มีนาคม,มี.ค.,2558,58,240237,37,237,34,NA,NA,498,031,857,008,
16,กุมภาพันธ์,ก.พ.,2558,58,1864,64,864,90,NA,NA,843,103,825,392,
1,กุมภาพันธ์,ก.พ.,2558,58,155537,37,537,79,NA,NA,083,286,813,008,
16,มกราคม,ม.ค.,2558,58,244351,51,351,74,NA,NA,068,398,595,877,
30,ธันวาคม,ธ.ค.,2557,57,461704,04,704,57,NA,NA,853,982,535,950,
16,ธันวาคม,ธ.ค.,2557,57,948354,54,354,90,NA,NA,080,763,775,901,
1,ธันวาคม,ธ.ค.,2557,57,480449,49,449,11,NA,NA,820,380,580,161,
16,พฤศจิกายน,พ.ย.,2557,57,479804,04,804,25,NA,NA,179,422,480,709,
1,พฤศจิกายน,พ.ย.,2557,57,206608,08,608,44,NA,NA,607,203,855,979,
16,ตุลาคม,ต.ค.,2557,57,656409,09,409,94,NA,NA,647,784,848,910,
1,ตุลาคม,ต.ค.,2557,57,375615,15,615,44,NA,NA,251,086,159,520,
16,กันยายน,ก.ย.,2557,57,772269,69,269,35,NA,NA,112,257,342,790,
1,กันยายน,ก.ย.,2557,57,856763,63,763,22,NA,NA,308,912,477,490,
16,สิงหาคม,ส.ค.,2557,57,662842,42,842,91,NA,NA,639,912,187,633,
1,สิงหาคม,ส.ค.,2557,57,766391,91,391,82,NA,NA,349,576,623,637,
16,กรกฎาคม,ก.ค.,2557,57,468728,28,728,45,NA,NA,104,944,117,205,
1,กรกฎาคม,ก.ค.,2557,57,378477,77,477,39,NA,NA,123,271,441,864,
16,มิถุนายน,มิ.ย,2557,57,673920,20,920,95,NA,NA,158,140,639,576,
1,มิถุนายน,มิ.ย,2557,57,781198,98,198,18,NA,NA,160,324,409,636,
16,พฤษภาคม,พ.ค.,2557,57,87523,23,523,20,NA,NA,150,505,112,246,
2,พฤษภาคม,พ.ค.,2557,57,103297,97,297,52,NA,NA,143,158,673,797,
16,เมษายน,เม.ย.,2557,57,153406,06,406,26,NA,NA,344,013,355,634,
1,เมษายน,เม.ย.,2557,57,28866,66,866,95,NA,NA,186,499,835,938,
16,มีนาคม,มี.ค.,2557,57,531404,04,404,79,NA,NA,250,305,400,904,
1,มีนาคม,มี.ค.,2557,57,906318,18,318,35,NA,NA,116,537,753,798,
16,กุมภาพันธ์,ก.พ.,2557,57,384245,45,245,01,NA,NA,397,530,074,521,
1,กุมภาพันธ์,ก.พ.,2557,57,180149,49,149,95,NA,NA,406,492,888,976,
16,มกราคม,ม.ค.,2557,57,306902,02,902,52,NA,NA,242,077,149,510,
30,ธันวาคม,ธ.ค.,2556,56,561072,72,072,48,NA,NA,513,750,503,275,
16,ธันวาคม,ธ.ค.,2556,56,341767,67,767,79,NA,NA,111,228,742,826,
1,ธันวาคม,ธ.ค.,2556,56,168795,95,795,27,NA,NA,734,766,074,980,
16,พฤศจิกายน,พ.ย.,2556,56,806925,25,925,28,NA,NA,069,304,672,753,
1,พฤศจิกายน,พ.ย.,2556,56,739804,04,804,47,NA,NA,502,020,256,173,
16,ตุลาคม,ต.ค.,2556,56,963289,89,289,60,NA,NA,402,529,876,952,
1,ตุลาคม,ต.ค.,2556,56,647882,82,882,14,NA,NA,576,324,650,028,
16,กันยายน,ก.ย.,2556,56,562684,84,684,63,NA,NA,056,235,574,754,
1,กันยายน,ก.ย.,2556,56,548123,23,123,05,NA,NA,281,570,800,045,
16,สิงหาคม,ส.ค.,2556,56,321327,27,327,20,NA,NA,417,945,448,201,
1,สิงหาคม,ส.ค.,2556,56,356435,35,435,82,NA,NA,880,451,718,329,
16,กรกฎาคม,ก.ค.,2556,56,566996,96,996,86,NA,NA,352,210,584,526,
1,กรกฎาคม,ก.ค.,2556,56,646905,05,905,51,NA,NA,075,284,903,904,
16,มิถุนายน,มิ.ย,2556,56,289673,73,673,69,NA,NA,390,098,114,502,
1,มิถุนายน,มิ.ย,2556,56,935489,89,489,90,NA,NA,480,713,716,768,
16,พฤษภาคม,พ.ค.,2556,56,687125,25,125,56,NA,NA,034,261,390,945,
2,พฤษภาคม,พ.ค.,2556,56,603458,58,458,07,NA,NA,272,359,516,830,
16,เมษายน,เม.ย.,2556,56,843846,46,846,86,NA,NA,834,862,906,828,
1,เมษายน,เม.ย.,2556,56,571688,88,688,53,NA,NA,170,430,670,725,
16,มีนาคม,มี.ค.,2556,56,968433,33,433,52,NA,NA,860,959,175,529,
1,มีนาคม,มี.ค.,2556,56,976241,41,241,37,NA,NA,972,721,133,775,
16,กุมภาพันธ์,ก.พ.,2556,56,368257,57,257,09,NA,NA,657,708,109,386,
1,กุมภาพันธ์,ก.พ.,2556,56,565566,66,566,66,NA,NA,452,695,641,782,
16,มกราคม,ม.ค.,2556,56,820981,81,981,08,NA,NA,555,196,374,334,
30,ธันวาคม,ธ.ค.,2555,55,302358,58,358,00,NA,NA,589,864,126,832,
16,ธันวาคม,ธ.ค.,2555,55,529524,24,524,72,NA,NA,734,745,778,008,
1,ธันวาคม,ธ.ค.,2555,55,110443,43,443,43,NA,NA,434,553,489,303,
16,พฤศจิกายน,พ.ย.,2555,55,639500,00,500,15,NA,NA,576,560,804,627,
1,พฤศจิกายน,พ.ย.,2555,55,524694,94,694,63,NA,NA,217,188,285,338,
16,ตุลาคม,ต.ค.,2555,55,281343,43,343,28,NA,NA,152,089,396,868,
1,ตุลาคม,ต.ค.,2555,55,124025,25,025,58,NA,NA,940,554,291,873,
16,กันยายน,ก.ย.,2555,55,540143,43,143,79,NA,NA,242,752,123,770,
1,กันยายน,ก.ย.,2555,55,329997,97,997,07,NA,NA,736,598,148,639,
16,สิงหาคม,ส.ค.,2555,55,683877,77,877,28,NA,NA,032,612,775,730,
1,สิงหาคม,ส.ค.,2555,55,895590,90,590,50,NA,NA,820,599,796,745,
16,กรกฎาคม,ก.ค.,2555,55,904050,50,050,11,NA,NA,897,224,159,042,
1,กรกฎาคม,ก.ค.,2555,55,915900,00,900,60,NA,NA,715,656,530,611,
16,มิถุนายน,มิ.ย,2555,55,159373,73,373,51,NA,NA,238,790,479,547,
